Data;Area desmatada;uf;municipio
30/06/2018;0.69;PA;Tailandia
30/06/2018;0.54;PA;Paragominas
03/02/2022;0.3;RR;Alto Alegre
04/08/2020;0.07;RO;Sao Francisco do Guapore
06/08/2021;0.08;PA;Prainha
27/09/2022;0.11;PA;Sao Felix do Xingu
30/06/2018;1.82;PA;Paragominas
02/09/2020;0.25;PA;Itaituba
09/05/2019;0.08;MT;Apiacas
03/10/2016;0.52;MT;Peixoto de Azevedo
30/06/2018;1.52;PA;Paragominas
30/06/2018;0.18;PA;Ulianopolis
13/09/2020;0.07;AM;Labrea
30/06/2018;0.07;PA;Tailandia
30/06/2018;0.16;PA;Tailandia
30/06/2018;0.52;PA;Ulianopolis
13/09/2020;0.08;RO;Porto Velho
30/06/2018;5.69;PA;Ulianopolis
02/09/2020;0.35;PA;Altamira
27/08/2019;0.21;PA;Sao Felix do Xingu
09/05/2019;0.5;MT;Paranaita
13/09/2020;0.17;AM;Labrea
30/06/2018;1.03;PA;Dom Eliseu
30/06/2018;0.61;PA;Dom Eliseu
30/06/2018;0.92;PA;Dom Eliseu
30/06/2018;0.14;PA;Tailandia
30/06/2018;0.16;PA;Tailandia
13/09/2020;0.06;RO;Nova Mamore
30/06/2018;0.09;PA;Tailandia
30/06/2018;0.09;PA;Tailandia
13/09/2020;0.19;AM;Labrea
30/06/2018;0.21;PA;Tailandia
27/09/2022;0.07;PA;Pau D'arco
13/09/2020;0.08;AM;Labrea
30/06/2018;0.1;PA;Tailandia
28/09/2021;0.07;AC;Feijo
27/08/2019;0.53;PA;Bannach
02/09/2020;0.06;PA;Itaituba
03/10/2016;4.95;MT;Peixoto de Azevedo
18/03/2019;0.15;MT;Terra Nova do Norte
30/06/2018;0.17;PA;Tailandia
30/06/2018;0.33;PA;Tailandia
30/06/2018;0.34;PA;Tailandia
13/09/2020;0.07;RO;Nova Mamore
30/06/2018;0.14;PA;Tailandia
30/06/2018;0.22;PA;Tailandia
30/06/2018;0.24;PA;Tailandia
13/09/2020;0.2;AM;Labrea
30/06/2018;0.14;PA;Tailandia
28/09/2021;0.13;AC;Rodrigues Alves
02/09/2020;0.19;PA;Itaituba
09/05/2019;0.15;MT;Terra Nova do Norte
30/06/2018;0.46;PA;Tailandia
13/09/2020;0.79;AM;Labrea
30/06/2018;0.14;PA;Tailandia
30/06/2018;0.52;PA;Tailandia
04/07/2021;1.62;MT;Feliz Natal
30/06/2018;0.28;PA;Tailandia
13/09/2020;0.45;AM;Labrea
30/06/2018;0.23;PA;Tailandia
30/06/2018;0.49;PA;Tailandia
13/09/2020;0.36;AM;Labrea
28/09/2021;0.07;PA;Anajas
02/09/2020;0.08;PA;Itaituba
09/05/2019;0.21;MT;Matupa
08/08/2020;2.55;MT;Feliz Natal
04/06/2021;6.93;MT;Feliz Natal
06/07/2018;0.08;AM;Humaita
30/06/2018;0.38;PA;Tailandia
30/06/2018;0.35;PA;Tailandia
30/06/2018;0.26;PA;Tailandia
30/06/2018;0.21;PA;Tailandia
28/09/2021;0.06;AC;Rodrigues Alves
02/09/2020;0.12;PA;Itaituba
27/08/2019;0.19;PA;Placas
09/05/2019;0.1;MT;Matupa
30/06/2018;0.15;PA;Tailandia
30/06/2018;0.33;PA;Tailandia
27/09/2022;9.65;PA;Sao Felix do Xingu
30/06/2018;0.6;PA;Tailandia
28/09/2021;0.13;AC;Rodrigues Alves
12/12/2018;0.74;MT;Colider
30/06/2018;0.15;PA;Tailandia
30/06/2018;1.16;PA;Tailandia
30/06/2018;0.32;PA;Tailandia
30/06/2018;0.11;PA;Tailandia
30/06/2018;2.53;PA;Tailandia
30/06/2018;0.28;PA;Tailandia
27/09/2022;26.09;MT;Santa Terezinha
02/09/2020;0.36;PA;Altamira
27/08/2019;0.16;PA;Sao Felix do Xingu
18/03/2019;0.11;MT;Itauba
03/10/2016;0.25;MT;Peixoto de Azevedo
13/09/2020;0.09;AM;Labrea
30/06/2018;0.17;PA;Tailandia
13/09/2020;0.07;AM;Labrea
30/06/2018;0.26;PA;Tailandia
13/09/2020;0.11;RO;Nova Mamore
30/06/2018;0.18;PA;Tailandia
30/06/2018;0.32;PA;Tailandia
30/06/2018;0.18;PA;Tailandia
27/09/2022;0.07;MT;Santa Terezinha
30/06/2018;0.55;PA;Tailandia
28/09/2021;0.24;AC;Mancio Lima
02/09/2020;0.18;PA;Itaituba
03/10/2016;0.45;MT;Peixoto de Azevedo
30/06/2018;0.17;PA;Tailandia
30/06/2018;0.09;PA;Tailandia
30/06/2018;0.22;PA;Tailandia
30/06/2018;0.23;PA;Tailandia
30/06/2018;0.38;PA;Tailandia
30/06/2018;0.21;PA;Tailandia
17/05/2019;0.18;RO;Seringueiras
01/08/2019;0.08;PA;Ourilandia do Norte
06/08/2016;0.32;MT;Juina
17/08/2022;0.12;PA;Altamira
27/09/2022;1.37;MT;Santa Terezinha
02/09/2020;0.12;PA;Itaituba
09/05/2019;0.07;MT;Paranaita
03/10/2016;4.83;MT;Peixoto de Azevedo
13/09/2020;0.09;RO;Buritis
30/06/2018;0.17;PA;Tailandia
13/09/2020;0.1;RO;Porto Velho
30/06/2018;0.11;PA;Tailandia
30/06/2018;0.1;PA;Tailandia
13/09/2020;0.09;RO;Porto Velho
30/06/2018;0.11;PA;Tailandia
30/06/2018;0.42;PA;Tailandia
30/06/2018;0.33;PA;Tailandia
27/08/2018;0.24;RO;Vilhena
09/09/2016;0.07;PA;Ruropolis
07/08/2021;0.31;PA;Sao Felix do Xingu
27/09/2022;0.22;PA;Sao Felix do Xingu
13/09/2020;0.08;RO;Porto Velho
30/06/2018;0.07;PA;Tailandia
09/05/2019;0.1;MT;Paranaita
03/10/2016;24.56;MT;Peixoto de Azevedo
30/06/2018;0.17;PA;Tailandia
13/09/2020;0.08;RO;Porto Velho
13/09/2020;0.12;RO;Nova Mamore
30/06/2018;0.06;PA;Tailandia
30/06/2018;0.56;PA;Goianesia do Para
30/06/2018;0.08;PA;Goianesia do Para
30/06/2018;0.07;PA;Tailandia
27/09/2022;3.15;MT;Santa Terezinha
30/06/2018;2.15;PA;Goianesia do Para
28/09/2021;0.11;AC;Tarauaca
02/09/2020;0.21;PA;Placas
27/08/2019;0.1;PA;Placas
09/05/2019;0.26;MT;Paranaita
30/06/2018;0.07;PA;Tailandia
13/09/2020;0.09;RO;Porto Velho
30/06/2018;0.07;PA;Tailandia
30/06/2018;0.82;PA;Tailandia
30/06/2018;0.15;PA;Tailandia
27/09/2022;0.2;MT;Santa Terezinha
30/06/2018;0.14;PA;Tailandia
27/08/2019;0.09;PA;Parauapebas
02/09/2020;0.31;PA;Placas
08/10/2020;0.13;PA;Tailandia
30/06/2018;0.09;PA;Tailandia
30/06/2018;0.08;PA;Tailandia
30/06/2018;0.24;PA;Tailandia
13/09/2020;0.07;RO;Sao Francisco do Guapore
13/09/2020;0.37;RO;Porto Velho
27/09/2022;0.1;PA;Santa Maria das Barreiras
13/09/2020;0.14;AM;Labrea
30/06/2018;0.17;PA;Tailandia
02/09/2020;0.18;PA;Itaituba
27/08/2019;0.28;PA;Placas
03/10/2016;2.76;MT;Peixoto de Azevedo
30/06/2018;0.07;PA;Tailandia
30/06/2018;0.15;PA;Tailandia
30/06/2018;0.11;PA;Tailandia
13/09/2020;0.07;AM;Labrea
30/06/2018;0.06;PA;Tailandia
13/09/2020;0.09;AM;Labrea
30/06/2018;0.09;PA;Tailandia
27/09/2022;0.17;PA;Pau D'arco
30/06/2018;0.14;PA;Moju
28/09/2021;0.08;AC;Rodrigues Alves
27/08/2019;0.16;PA;Redençao
09/05/2019;0.08;MT;Matupa
03/10/2016;2.84;MT;Peixoto de Azevedo
13/09/2020;0.07;AM;Labrea
30/06/2018;1.09;PA;Moju
30/06/2018;0.14;PA;Tailandia
30/06/2018;0.6;PA;Moju
27/09/2022;0.22;PA;Pau D'arco
28/09/2021;0.07;AC;Rodrigues Alves
09/05/2019;0.75;PA;Jacareacanga
27/08/2019;0.19;PA;Placas
03/10/2016;0.25;MT;Peixoto de Azevedo
30/06/2018;0.25;PA;Moju
02/07/2018;0.11;AC;Porto Acre
30/06/2018;0.61;PA;Moju
13/09/2020;0.24;RO;Cacaulandia
30/06/2018;0.08;PA;Tailandia
13/09/2020;0.08;RO;Alto Paraiso
30/06/2018;0.08;PA;Tailandia
30/06/2018;0.18;PA;Tailandia
13/09/2020;0.08;AM;Canutama
30/06/2018;0.15;PA;Tailandia
27/09/2022;0.13;PA;Santana do Araguaia
30/06/2018;0.23;PA;Tailandia
09/05/2019;0.52;PA;Jacareacanga
27/08/2019;0.26;PA;Parauapebas
03/10/2016;0.49;MT;Peixoto de Azevedo
30/06/2018;0.09;PA;Tailandia
30/06/2018;0.56;PA;Tailandia
30/06/2018;0.21;PA;Tailandia
30/06/2018;0.07;PA;Tailandia
30/06/2018;0.2;PA;Tailandia
30/06/2018;0.14;PA;Tailandia
27/09/2022;0.11;PA;Pau D'arco
30/06/2018;0.11;PA;Tailandia
27/08/2019;0.87;PA;agua Azul do Norte
03/10/2016;1.43;MT;Peixoto de Azevedo
13/09/2020;0.08;RO;Alto Paraiso
30/06/2018;0.26;PA;Tailandia
30/06/2018;0.07;PA;Tailandia
27/09/2022;0.89;PA;Santana do Araguaia
27/08/2019;0.12;PA;Maraba
02/09/2020;0.08;PA;Placas
09/05/2019;0.39;MT;Alta Floresta
03/10/2016;0.16;MT;Peixoto de Azevedo
30/06/2018;0.46;PA;Acara
30/06/2018;0.23;PA;Acara
17/08/2022;0.39;PA;Altamira
27/09/2022;4.07;PA;Santa Maria das Barreiras
02/09/2020;0.08;PA;Altamira
09/05/2019;0.03;PA;Novo Progresso
27/08/2019;0.19;PA;Placas
30/06/2018;0.08;PA;Acara
30/06/2018;0.11;PA;Acara
30/06/2018;0.92;PA;Acara
13/09/2020;0.1;AM;Canutama
13/09/2020;0.18;RO;Alto Paraiso
30/06/2018;0.11;PA;Acara
11/07/2018;0.13;AM;Canutama
30/06/2018;0.28;PA;Acara
07/08/2021;0.26;PA;Sao Felix do Xingu
04/08/2019;0.1;AP;Pedra Branca do Amapari
27/09/2022;15.48;PA;Santana do Araguaia
30/06/2018;0.36;PA;Acara
02/09/2020;0.08;PA;Altamira
09/05/2019;0.05;PA;Novo Progresso
27/08/2019;0.1;PA;Placas
03/10/2016;0.11;MT;Peixoto de Azevedo
30/06/2018;0.82;PA;Acara
30/06/2018;0.14;PA;Acara
30/06/2018;1.28;PA;Acara
13/09/2020;0.13;RO;Nova Uniao
13/09/2020;0.07;RO;Alto Alegre dos Parecis
30/06/2018;0.21;PA;Acara
30/06/2018;0.28;PA;Acara
27/09/2022;0.6;PA;Santa Maria das Barreiras
09/05/2019;0.37;PA;Novo Progresso
27/08/2019;0.18;PA;Placas
03/10/2016;0.68;MT;Peixoto de Azevedo
13/09/2020;0.15;RO;Parecis
30/06/2018;0.64;PA;Acara
27/09/2022;0.65;PA;Santa Maria das Barreiras
09/05/2019;0.49;PA;Altamira
30/06/2018;0.25;PA;Acara
30/06/2018;0.18;PA;Acara
13/09/2020;0.11;RO;Jaru
30/06/2018;0.1;PA;Acara
30/06/2018;0.99;PA;Acara
27/09/2022;0.41;PA;Santa Maria das Barreiras
28/09/2021;0.13;AC;Tarauaca
03/10/2016;0.16;PA;Altamira
09/05/2019;0.09;PA;Novo Progresso
02/09/2020;0.08;PA;Placas
30/06/2018;0.57;PA;Acara
13/09/2020;0.1;RO;Nova Uniao
30/06/2018;0.24;PA;Acara
30/06/2018;0.63;PA;Acara
30/06/2018;0.09;PA;Acara
27/09/2022;0.8;PA;Santa Maria das Barreiras
13/09/2020;0.07;RO;Porto Velho
30/06/2018;0.18;PA;Acara
28/09/2021;0.06;AC;Mancio Lima
27/08/2019;0.32;PA;agua Azul do Norte
03/10/2016;1.47;PA;Altamira
02/09/2020;0.09;PA;Altamira
18/08/2019;0.98;MT;Santa Carmem
13/09/2020;0.08;RO;Porto Velho
13/09/2020;0.35;RO;Cujubim
30/06/2018;0.1;TO;Palmeirante
27/09/2022;0.19;PA;Santa Maria das Barreiras
30/06/2018;0.15;PA;Acara
28/09/2021;0.1;AM;Guajara
03/10/2016;0.77;PA;Altamira
02/09/2020;0.08;PA;Altamira
09/05/2019;0.32;PA;Altamira
30/06/2018;0.11;PA;Acara
30/06/2018;0.1;PA;Acara
13/09/2020;0.07;RO;Cujubim
30/06/2018;0.34;PA;Acara
30/06/2018;0.12;PA;Acara
13/09/2020;0.07;MT;Colniza
27/09/2022;5.73;PA;Santana do Araguaia
13/09/2020;0.08;RO;Cujubim
27/08/2019;0.1;PA;Placas
03/10/2016;0.17;MT;Guaranta do Norte
30/06/2018;0.11;PA;Acara
30/06/2018;0.07;PA;Acara
30/06/2018;1.8;PA;Acara
30/06/2018;0.12;PA;Acara
30/06/2018;0.21;PA;Acara
30/06/2018;0.07;PA;Acara
27/09/2022;0.98;PA;Sao Felix do Xingu
27/08/2019;0.15;PA;Sao Felix do Xingu
02/09/2020;0.28;PA;Trairao
03/10/2016;0.52;MT;Guaranta do Norte
30/06/2018;0.08;PA;Acara
30/06/2018;0.36;PA;Acara
30/06/2018;0.44;PA;Acara
30/06/2018;0.16;PA;Acara
30/06/2018;0.28;PA;Acara
27/09/2022;0.88;PA;Sao Felix do Xingu
27/08/2019;0.13;PA;Sao Felix do Xingu
30/06/2018;0.11;PA;Acara
13/09/2020;0.14;MT;Aripuana
30/06/2018;0.15;PA;Acara
30/06/2018;0.26;PA;Acara
30/06/2018;0.23;PA;Acara
17/08/2022;0.11;PA;Altamira
27/09/2022;7.96;PA;Santana do Araguaia
03/10/2016;0.29;PA;Altamira
02/09/2020;0.11;PA;Placas
27/08/2019;0.1;PA;Sao Felix do Xingu
20/09/2018;0.07;MT;Novo Mundo
30/06/2018;0.28;PA;Acara
30/06/2018;0.13;PA;Acara
13/09/2020;0.09;RO;Cujubim
30/06/2018;0.52;PA;Acara
13/09/2020;0.15;RO;Vilhena
30/06/2018;0.3;PA;Acara
01/11/2018;0.09;RO;Costa Marques
06/08/2019;0.3;RO;Costa Marques
02/08/2019;0.08;AC;Feijo
07/08/2021;0.07;PA;Senador Jose Porfirio
27/09/2022;0.2;PA;Santana do Araguaia
02/09/2020;0.11;PA;Placas
03/05/2017;0.07;PA;Sao Felix do Xingu
16/02/2022;0.08;MT;Caceres
13/09/2020;0.21;RO;Cujubim
28/11/2020;0.28;MT;Caceres
28/11/2020;0.29;MT;Lambari D'oeste
30/06/2018;0.73;PA;Acara
13/09/2020;0.13;RO;Cujubim
27/09/2022;0.38;PA;Santana do Araguaia
28/09/2021;0.07;AC;Mancio Lima
03/10/2016;0.2;PA;Novo Progresso
09/05/2019;0.39;PA;Novo Progresso
13/09/2020;0.49;RO;Cujubim
30/06/2018;0.26;PA;Acara
30/06/2018;0.17;PA;Acara
30/06/2018;0.27;PA;Rio Maria
28/11/2020;1.28;MT;Lambari D'oeste
05/07/2018;0.32;MA;Barra do Corda
16/02/2022;0.05;MT;Caceres
30/06/2018;0.23;PA;Acara
16/02/2022;0.18;MT;Lambari D'oeste
03/10/2016;0.2;PA;Novo Progresso
02/09/2020;0.08;PA;Trairao
09/05/2019;0.11;MT;Guaranta do Norte
30/06/2018;0.39;PA;Acara
30/06/2018;0.24;PA;Acara
30/06/2018;0.23;PA;Acara
30/06/2018;0.24;PA;Acara
09/05/2019;0.19;PA;Altamira
03/10/2016;0.53;PA;Novo Progresso
02/09/2020;0.19;PA;Ruropolis
18/08/2019;0.39;MT;Claudia
30/06/2018;0.15;PA;Moju
30/06/2018;0.09;PA;Tucuma
30/06/2018;1.19;PA;Acara
30/06/2018;0.47;PA;Moju
27/09/2022;1.36;PA;Santana do Araguaia
03/10/2016;4.12;PA;Altamira
09/05/2019;0.33;PA;Altamira
30/06/2018;0.43;PA;Moju
13/09/2020;0.33;RO;Porto Velho
30/06/2018;0.38;PA;Moju
30/06/2018;0.51;PA;Moju
27/09/2022;1.47;PA;Sao Felix do Xingu
30/06/2018;0.41;PA;Moju
03/10/2016;0.29;PA;Altamira
27/08/2019;0.08;PA;Sao Felix do Xingu
02/09/2020;0.07;PA;Trairao
30/06/2018;1.08;PA;Moju
13/09/2020;0.1;RO;Porto Velho
13/09/2020;0.19;RO;Cujubim
30/06/2018;1.15;PA;Moju
27/09/2022;0.07;PA;Senador Jose Porfirio
02/09/2020;0.07;PA;Itaituba
27/08/2019;0.13;PA;Sao Felix do Xingu
03/10/2016;0.56;MT;Matupa
13/09/2020;0.1;RO;Porto Velho
13/09/2020;0.07;RO;Porto Velho
30/06/2018;1.43;PA;Moju
13/09/2020;0.18;MT;Colniza
13/09/2020;0.08;MT;Colniza
27/09/2022;0.08;PA;Sao Felix do Xingu
30/06/2018;0.27;PA;Moju
27/08/2019;0.21;PA;Placas
18/08/2019;0.16;MT;Claudia
19/01/2019;0.35;MT;Juara
03/10/2016;0.09;MT;Matupa
13/09/2020;0.35;RO;Porto Velho
13/09/2020;0.11;RO;Porto Velho
27/09/2022;0.33;PA;Sao Felix do Xingu
27/08/2019;0.28;PA;Maraba
03/10/2016;0.08;MT;Matupa
13/09/2020;0.16;RO;Porto Velho
30/06/2018;0.4;PA;Moju
30/06/2018;0.18;PA;Acara
01/07/2018;0.04;PA;Itaituba
30/06/2018;0.62;PA;Moju
30/06/2018;0.14;PA;Acara
17/08/2022;0.41;PA;Altamira
27/09/2022;0.12;PA;Rio Maria
03/07/2017;0.14;RO;Machadinho D'oeste
02/09/2020;0.08;PA;Ruropolis
27/08/2019;0.21;PA;Santarem
12/05/2019;0.08;MT;Colider
30/06/2018;0.19;PA;Acara
30/06/2018;0.36;PA;Acara
05/07/2018;0.06;MA;Barra do Corda
30/06/2018;0.44;PA;Acara
30/06/2018;0.83;PA;Moju
10/09/2016;0.11;PA;Sao Felix do Xingu
07/08/2021;0.18;PA;Senador Jose Porfirio
27/09/2022;0.63;PA;Sao Felix do Xingu
03/07/2017;0.08;RO;Machadinho D'oeste
28/09/2021;0.13;AC;Mancio Lima
27/08/2018;0.14;AM;Maues
27/08/2019;0.11;PA;Sao Felix do Xingu
13/09/2020;0.07;RO;Porto Velho
13/09/2020;0.13;MT;Colniza
27/09/2022;0.18;PA;Pacaja
02/09/2020;2.41;PA;Altamira
12/05/2019;0.07;PA;Cumaru do Norte
27/08/2019;0.07;PA;Sao Felix do Xingu
30/06/2018;0.07;PA;Paragominas
30/06/2018;0.25;PA;Moju
13/09/2020;0.15;RO;Porto Velho
30/06/2018;0.44;PA;Moju
27/09/2022;0.17;PA;Portel
02/09/2020;3.38;PA;Altamira
12/05/2019;0.15;PA;Altamira
30/06/2018;0.67;PA;Moju
13/09/2020;0.4;RO;Porto Velho
30/06/2018;0.07;PA;Moju
30/06/2018;0.47;PA;Moju
13/09/2020;0.08;RO;Porto Velho
30/06/2018;0.89;PA;Moju
13/09/2020;0.13;RO;Porto Velho
30/06/2018;0.12;PA;Moju
13/09/2020;0.14;MT;Aripuana
27/08/2019;0.11;PA;Placas
03/10/2016;10.92;MT;Peixoto de Azevedo
05/09/2018;7.91;MT;Porto dos Gauchos
13/09/2020;0.68;RO;Porto Velho
30/06/2018;0.08;PA;Moju
30/06/2018;0.09;PA;Acara
13/09/2020;0.19;RO;Porto Velho
30/06/2018;0.21;PA;Moju
30/06/2018;0.21;PA;Moju
30/06/2018;0.22;PA;Moju
27/09/2022;0.18;PA;Pacaja
30/06/2018;0.13;PA;Moju
28/09/2021;0.1;AC;Tarauaca
27/08/2019;0.07;PA;agua Azul do Norte
31/08/2018;0.19;PA;Sao Felix do Xingu
03/10/2016;0.1;MT;Peixoto de Azevedo
13/09/2020;0.34;RO;Porto Velho
30/06/2018;0.18;PA;Moju
30/06/2018;0.13;PA;Moju
13/09/2020;0.1;RO;Porto Velho
30/06/2018;0.44;PA;Moju
30/06/2018;0.19;PA;Acara
13/09/2020;0.08;AM;Tefe
30/06/2018;0.14;PA;Acara
30/06/2018;0.14;PA;Acara
30/06/2018;0.08;PA;Acara
27/09/2022;0.09;PA;Pacaja
19/01/2019;0.38;MT;Juara
13/09/2020;0.08;RO;Porto Velho
30/06/2018;1.31;PA;Moju
30/06/2018;0.9;PA;Moju
30/06/2018;0.09;PA;Moju
30/06/2018;0.11;PA;Tailandia
27/09/2022;0.11;PA;Pacaja
03/07/2017;2.65;RO;Theobroma
19/01/2019;0.12;MT;Nova Canaa do Norte
13/09/2020;0.17;AM;Apui
30/06/2018;0.13;PA;Moju
30/06/2018;0.16;PA;Moju
30/06/2018;0.06;PA;Acara
30/06/2018;0.14;PA;Moju
27/09/2022;0.2;PA;Pacaja
03/07/2017;0.48;RO;Theobroma
27/08/2019;0.14;PA;Sao Felix do Xingu
18/03/2019;0.15;MT;Apiacas
30/06/2018;0.07;PA;Moju
30/06/2018;0.2;PA;Moju
30/06/2018;0.09;PA;Moju
30/06/2018;0.23;PA;Acara
13/09/2020;0.06;AM;Presidente Figueiredo
30/06/2018;0.09;PA;Acara
30/06/2018;0.1;PA;Acara
27/09/2022;0.23;PA;Pacaja
30/06/2018;0.22;PA;Acara
28/09/2021;0.07;AC;Porto Walter
18/03/2019;0.51;PA;Altamira
02/09/2020;0.47;PA;Altamira
26/05/2017;0.69;MT;Aripuana
30/06/2018;0.1;PA;Moju
30/06/2018;0.08;PA;Acara
13/09/2020;0.07;AM;Presidente Figueiredo
30/06/2018;0.07;PA;Moju
30/06/2018;0.15;PA;Moju
30/06/2018;0.09;PA;Moju
17/08/2022;0.23;PA;Novo Progresso
27/09/2022;0.12;PA;Pacaja
30/06/2018;0.11;PA;Moju
02/09/2020;0.79;PA;Novo Progresso
03/07/2017;6.96;MT;Aripuana
18/03/2019;0.49;MT;Paranaita
13/09/2020;0.06;RR;Amajari
30/06/2018;0.1;PA;Moju
13/09/2020;0.27;RR;Alto Alegre
30/06/2018;0.11;PA;Acara
13/09/2020;0.37;RR;Amajari
30/06/2018;0.36;PA;Ourem
30/06/2018;0.07;PA;Acara
30/06/2018;2.99;PA;Sao Felix do Xingu
30/06/2018;0.86;PA;Moju
06/08/2019;0.12;RO;Alta Floresta D'oeste
01/11/2018;0.09;RO;Seringueiras
10/09/2016;0.22;PA;Medicilandia
07/08/2021;0.16;PA;Senador Jose Porfirio
27/09/2022;0.14;PA;Pacaja
16/02/2018;0.23;PA;Piçarra
03/07/2017;1.16;RO;Theobroma
28/09/2021;0.06;AC;Porto Walter
27/08/2019;0.1;PA;Maraba
19/01/2019;0.31;MT;Colider
30/06/2018;0.1;PA;Itupiranga
13/09/2020;0.07;RR;Iracema
30/06/2018;2.55;PA;Sao Felix do Xingu
01/07/2018;0.07;PA;Portel
13/09/2020;0.12;RR;Rorainopolis
30/06/2018;0.95;PA;Rio Maria
30/06/2018;0.41;PA;Igarape-Miri
13/09/2020;0.09;RR;Rorainopolis
30/06/2018;0.09;PA;Rio Maria
19/07/2021;0.51;MT;Claudia
30/06/2018;0.16;PA;Xinguara
01/06/2021;1.58;MT;Claudia
27/09/2022;0.33;PA;Portel
30/06/2018;0.08;PA;Sapucaia
03/07/2017;0.14;RO;Theobroma
18/03/2019;0.06;PA;Altamira
27/08/2019;0.06;PA;Maraba
02/09/2020;0.11;PA;Placas
13/09/2020;0.07;RR;Rorainopolis
30/06/2018;0.29;PA;Bom Jesus do Tocantins
30/06/2018;0.31;PA;Tailandia
21/03/2018;1.32;PA;Tailandia
03/05/2018;0.47;PA;Tailandia
13/09/2020;0.11;RR;Rorainopolis
30/06/2018;0.06;PA;Pacaja
30/06/2018;1.17;TO;Piraque
30/06/2018;0.15;PA;Pacaja
27/09/2022;0.11;PA;Pacaja
28/09/2021;0.11;AC;Mancio Lima
02/09/2020;0.18;PA;Altamira
03/07/2017;2.11;MT;Colniza
18/08/2019;0.41;MT;Nova Bandeirantes
19/01/2019;1.68;MT;Santa Carmem
30/06/2018;0.9;PA;Tailandia
30/06/2018;1.22;PA;Moju
30/06/2018;1;PA;Moju
30/06/2018;1.72;PA;Moju
30/06/2018;0.93;PA;Moju
30/06/2018;0.4;PA;Moju
27/09/2022;0.05;PA;Portel
13/09/2020;0.08;RR;Rorainopolis
30/06/2018;0.14;PA;Maraba
28/09/2021;0.09;AC;Tarauaca
02/09/2020;0.16;PA;Altamira
18/03/2019;0.76;MT;Apiacas
26/05/2017;0.1;MT;Aripuana
13/09/2020;0.07;RR;Rorainopolis
30/06/2018;0.12;PA;Pacaja
13/09/2020;0.08;RR;Rorainopolis
30/06/2018;0.07;PA;Moju
30/06/2018;0.74;PA;Moju
30/06/2018;0.2;PA;Maraba
13/09/2020;0.22;RR;Mucajai
30/06/2018;0.25;MA;Açailandia
27/09/2022;0.13;PA;Portel
13/09/2020;0.04;AM;Barcelos
30/06/2018;0.09;MA;Açailandia
02/09/2020;0.07;PA;Trairao
18/03/2019;0.21;MT;Apiacas
03/07/2017;7.35;MT;Colniza
18/08/2019;0.42;MT;Nova Bandeirantes
13/09/2020;0.15;RR;Rorainopolis
30/06/2018;0.08;PA;Paragominas
13/09/2020;0.07;RR;Rorainopolis
30/06/2018;0.87;PA;Ipixuna do Para
30/06/2018;0.08;PA;Pacaja
30/06/2018;0.1;PA;Pacaja
13/09/2020;0.07;RR;Rorainopolis
30/06/2018;0.19;TO;Araguatins
30/06/2018;0.24;TO;Araguatins
27/09/2022;0.21;PA;Pacaja
13/09/2020;0.17;RR;Rorainopolis
30/06/2018;0.09;PA;Novo Repartimento
03/07/2017;0.73;AM;Novo Aripuana
30/06/2018;0.12;TO;Araguatins
30/06/2018;13.52;PA;Paragominas
13/09/2020;0.18;RR;Rorainopolis
30/06/2018;0.11;PA;Maraba
13/09/2020;0.07;RR;Rorainopolis
30/06/2018;0.53;PA;Rondon do Para
30/06/2018;0.28;PA;Dom Eliseu
30/06/2018;0.14;PA;Rondon do Para
13/09/2020;0.14;RR;Sao Joao da Baliza
27/09/2022;0.24;PA;Pacaja
30/06/2018;1.78;PA;Dom Eliseu
28/09/2021;0.06;AC;Tarauaca
27/08/2019;0.08;PA;Maraba
04/10/2018;0.63;MT;Marcelandia
30/06/2018;0.1;PA;Dom Eliseu
30/06/2018;0.53;PA;Dom Eliseu
13/09/2020;0.08;RR;Sao Luiz
30/06/2018;0.27;PA;Dom Eliseu
13/09/2020;0.07;RR;Rorainopolis
30/06/2018;0.12;PA;Pacaja
30/06/2018;0.23;PA;Pacaja
30/06/2018;0.11;PA;Pacaja
30/06/2018;0.1;PA;Pacaja
13/09/2020;0.08;RR;Caracarai
30/06/2018;0.15;PA;Pacaja
01/06/2021;0.38;MT;Nova Ubirata
27/09/2022;0.11;PA;Portel
30/06/2018;0.08;PA;Pacaja
03/07/2017;0.22;AM;Manicore
02/09/2020;0.09;PA;Itaituba
19/01/2019;0.39;MT;Alta Floresta
30/06/2018;0.17;PA;Pacaja
30/06/2018;0.11;PA;Portel
13/09/2020;0.1;RR;Caroebe
30/06/2018;0.17;PA;Portel
30/06/2018;0.79;PA;Rondon do Para
13/09/2020;0.12;RR;Canta
30/06/2018;1.55;PA;Rondon do Para
13/09/2020;0.07;RR;Caroebe
30/06/2018;0.42;PA;Rondon do Para
13/09/2020;0.08;RR;Sao Joao da Baliza
30/06/2018;0.19;PA;Rondon do Para
27/09/2022;0.11;PA;Portel
30/06/2018;0.52;PA;Dom Eliseu
03/07/2017;0.15;AM;Manicore
02/09/2020;0.32;PA;Ruropolis
27/08/2019;0.12;PA;Sao Felix do Xingu
18/08/2019;0.09;MT;Nova Monte Verde
18/03/2019;0.13;MT;Nova Monte Verde
02/07/2018;0.13;AM;Guajara
13/09/2020;0.1;RR;Alto Alegre
13/09/2020;0.24;RR;Alto Alegre
30/06/2018;0.94;PA;Dom Eliseu
19/04/2018;0.17;PA;Dom Eliseu
