Data;Area desmatada;uf;municipio
26/05/2018;0.07;AM;Humaita
08/06/2018;0.54;PA;Altamira
27/04/2018;3.31;PA;Novo Progresso
17/01/2018;0.16;PA;Alenquer
01/10/2022;0.93;RO;Machadinho D'oeste
12/06/2018;0.46;AM;Labrea
28/09/2020;0.21;MT;Alta Floresta
29/09/2021;0.43;AM;Manicore
18/08/2019;0.44;PA;Prainha
05/02/2019;0.38;MT;Nova Bandeirantes
03/09/2020;0.2;MT;Santa Terezinha
30/07/2018;0.11;AM;Labrea
22/08/2017;0.09;AM;Labrea
02/10/2017;0.11;RO;Cujubim
28/06/2018;0.15;PA;Pacaja
15/09/2017;0.16;PA;Novo Repartimento
15/09/2017;0.08;PA;Novo Repartimento
04/09/2017;8.32;PA;Sao Felix do Xingu
12/09/2017;0.32;PA;Sao Felix do Xingu
01/10/2022;0.15;AM;Manicore
29/08/2019;0.46;RO;Pimenta Bueno
18/08/2019;0.22;PA;Prainha
03/09/2020;0.29;MT;Santa Terezinha
27/06/2018;0.12;RO;Cujubim
14/09/2017;0.29;AM;Labrea
30/05/2018;0.35;PA;Novo Repartimento
19/07/2018;0.18;PA;Portel
04/10/2017;0.12;PA;Pacaja
12/11/2017;0.5;PA;Pacaja
11/02/2018;0.93;PA;Paragominas
04/09/2017;0.96;MT;Uniao do Sul
02/08/2019;0.08;AC;Feijo
05/08/2020;0.1;PA;Pacaja
06/08/2019;15.65;MT;Cotriguaçu
01/10/2022;0.12;AM;Manicore
05/03/2018;0.44;MT;Querencia
27/08/2016;0.56;PA;Cumaru do Norte
18/08/2019;0.12;PA;Sao Felix do Xingu
03/09/2020;1.78;MT;Santa Terezinha
19/07/2018;0.09;PA;Portel
03/05/2018;4.2;PA;Paragominas
11/02/2018;2.49;PA;Paragominas
16/10/2017;0.23;RO;Rio Crespo
24/03/2018;4.45;RR;Caracarai
04/03/2018;0.27;MT;Nova Maringa
01/10/2022;0.24;AM;Manicore
27/08/2016;0.49;PA;Conceiçao do Araguaia
18/08/2019;0.13;PA;Prainha
03/09/2020;1.95;PA;Sao Felix do Xingu
30/09/2021;0.19;MT;Nova Bandeirantes
05/07/2018;0.93;AM;Canutama
03/05/2018;0.09;AM;Canutama
12/06/2018;0.19;AM;Canutama
01/03/2018;0.21;MT;Colniza
21/03/2018;0.09;PA;Pacaja
21/03/2018;0.07;PA;Pacaja
21/03/2018;0.06;PA;Pacaja
05/06/2018;0.17;PA;Portel
30/09/2021;0.04;AM;Apui
05/02/2019;0.65;MT;Marcelandia
03/09/2020;0.46;MT;Santa Terezinha
12/11/2017;0.18;PA;Portel
18/11/2017;0.17;PA;Portel
21/03/2018;0.08;PA;Portel
19/07/2018;0.26;PA;Portel
30/05/2018;0.18;PA;Portel
04/04/2018;0.08;PA;Portel
04/04/2018;0.09;PA;Portel
15/09/2017;0.26;PA;Portel
12/11/2017;0.27;PA;Portel
02/10/2022;0.2;PA;Jacareacanga
21/03/2018;0.16;PA;Portel
29/08/2019;0.46;RO;Pimenta Bueno
30/09/2021;0.04;AM;Maues
02/08/2018;0.17;PA;Altamira
03/09/2020;1.05;PA;Sao Felix do Xingu
21/09/2020;0.22;PA;Altamira
15/09/2017;0.36;PA;Portel
21/03/2018;0.23;PA;Portel
19/07/2018;0.19;PA;Portel
25/10/2017;0.09;RO;Machadinho D'oeste
19/07/2018;0.31;PA;Portel
01/10/2022;0.54;RO;Machadinho D'oeste
09/04/2018;0.15;PA;Portel
29/08/2019;0.17;RO;Porto Velho
18/08/2019;0.1;PA;Sao Felix do Xingu
20/06/2018;0.09;PA;Portel
07/12/2017;0.1;RO;Sao Francisco do Guapore
30/06/2018;0.25;PA;Goianesia do Para
11/02/2018;0.59;PA;Goianesia do Para
18/11/2017;0.52;PA;Goianesia do Para
30/06/2018;0.37;PA;Goianesia do Para
06/08/2017;0.15;MT;Colniza
14/06/2018;4.13;PA;Rondon do Para
01/10/2022;0.1;RR;Caroebe
27/08/2016;4.37;PA;Cumaru do Norte
30/09/2021;1.59;MT;Nova Maringa
23/07/2018;0.37;PA;Altamira
07/07/2018;0.41;PA;Altamira
25/11/2017;0.24;PA;Anapu
27/02/2018;0.07;PA;Bom Jesus do Tocantins
29/09/2020;0.09;MT;Santa Terezinha
18/11/2017;0.07;PA;Bom Jesus do Tocantins
18/11/2017;0.11;PA;Bom Jesus do Tocantins
18/11/2017;0.07;PA;Bom Jesus do Tocantins
01/10/2022;0.26;AM;Manicore
07/11/2017;0.33;PA;Bom Jesus do Tocantins
29/09/2021;0.64;AM;Manicore
27/08/2016;0.07;PA;Cumaru do Norte
07/11/2017;0.23;PA;Bom Jesus do Tocantins
11/02/2018;0.13;PA;Bom Jesus do Tocantins
27/02/2018;0.07;PA;Bom Jesus do Tocantins
27/02/2018;0.07;PA;Bom Jesus do Tocantins
24/06/2018;0.48;AM;Manicore
29/08/2019;0.17;RO;Vilhena
18/08/2019;0.18;PA;Ruropolis
30/09/2021;0.69;MT;Juara
10/10/2018;0.1;MT;Sao Jose do Xingu
03/09/2020;0.18;MT;Santa Terezinha
01/12/2017;0.07;RR;Amajari
23/01/2018;3;MT;Claudia
17/04/2018;2.04;AM;Manicore
30/05/2018;0.65;AM;Manicore
27/06/2018;0.19;AM;Humaita
05/07/2018;0.08;AM;Labrea
26/05/2021;0.6;PA;Sao Felix do Xingu
01/12/2017;0.38;RR;Iracema
01/12/2017;0.6;RR;Iracema
02/10/2022;0.52;MT;Juara
23/05/2018;0.27;RO;Machadinho D'oeste
30/09/2021;0.32;AM;Maues
03/09/2020;5.07;PA;Sao Felix do Xingu
27/08/2016;0.11;TO;Lagoa da Confusao
07/10/2018;0.36;MT;Apiacas
29/08/2019;0.22;MT;Aripuana
14/08/2017;0.1;MT;Colniza
23/05/2018;0.3;RO;Machadinho D'oeste
07/12/2017;0.31;RO;Machadinho D'oeste
29/05/2018;0.38;RO;Machadinho D'oeste
01/06/2018;0.39;MT;Colniza
22/01/2018;0.16;MT;Colniza
17/08/2022;0.08;PA;Placas
01/10/2022;0.94;AM;Manicore
28/06/2018;0.16;MT;Aripuana
30/09/2021;0.07;RO;Pimenta Bueno
27/08/2016;2.76;PA;Conceiçao do Araguaia
18/08/2019;0.32;PA;Ruropolis
03/09/2020;2.05;PA;Sao Felix do Xingu
29/08/2019;0.07;MT;Aripuana
07/10/2018;0.35;MT;Juara
09/06/2018;0.17;MT;Colniza
29/09/2020;0.23;MT;Confresa
09/06/2018;0.2;MT;Colniza
02/10/2017;0.14;MT;Colniza
17/04/2018;0.14;AM;Manicore
27/04/2018;0.34;MT;Aripuana
29/09/2020;0.39;PA;Sao Felix do Xingu
28/06/2018;0.57;MT;Aripuana
16/10/2017;0.41;MT;Rondolandia
07/08/2021;11.94;PA;Goianesia do Para
03/07/2017;1.03;MT;Nova Monte Verde
02/10/2022;0.52;MT;Juara
24/05/2018;0.64;MT;Rondolandia
29/08/2019;0.12;RO;Porto Velho
18/08/2019;0.09;PA;Ruropolis
21/08/2018;0.18;MT;Peixoto de Azevedo
03/09/2020;0.18;MT;Santa Terezinha
30/09/2021;4.21;MT;Nova Maringa
26/07/2018;2.11;MT;Rondolandia
05/08/2017;0.09;RO;Ouro Preto do Oeste
12/07/2018;0.6;RO;Ouro Preto do Oeste
29/09/2020;0.25;PA;Sao Felix do Xingu
26/05/2018;0.24;RO;Cujubim
24/05/2018;0.08;RO;Parecis
29/09/2020;0.11;PA;Sao Felix do Xingu
02/10/2017;0.73;MT;Colniza
29/09/2020;0.08;PA;Sao Felix do Xingu
18/09/2017;0.92;MT;Aripuana
29/09/2020;0.11;PA;Cumaru do Norte
02/10/2022;1.01;MT;Juara
23/07/2018;0.13;RO;Machadinho D'oeste
30/09/2021;0.46;RO;Pimenta Bueno
29/08/2019;0.45;RO;Vilhena
18/08/2019;0.11;PA;Ruropolis
02/08/2018;0.21;PA;Sao Felix do Xingu
03/09/2020;1.44;MT;Santa Terezinha
07/12/2017;0.09;RO;Machadinho D'oeste
28/08/2017;0.22;RO;Machadinho D'oeste
25/08/2017;0.37;AM;Manicore
24/05/2018;0.33;RO;Alto Paraiso
28/10/2018;0.19;PA;Portel
25/05/2018;0.25;MT;Comodoro
02/10/2022;0.26;MT;Juara
31/10/2017;0.31;MT;Comodoro
29/08/2019;0.25;RO;Vilhena
18/08/2019;0.19;PA;Prainha
23/09/2018;0.21;MT;Sao Jose do Xingu
03/09/2020;0.11;MT;Santa Terezinha
30/09/2021;1.27;MT;Nova Maringa
21/03/2018;0.15;PA;Juruti
30/07/2018;0.94;AM;Labrea
27/04/2018;0.35;AM;Apui
27/04/2018;0.23;MT;Novo Mundo
02/11/2017;0.37;MT;Querencia
02/11/2017;0.21;MT;Querencia
30/01/2018;0.23;RR;Caroebe
23/07/2018;0.1;RR;Caroebe
02/10/2022;0.51;MT;Juara
20/11/2017;0.62;RR;Caroebe
27/08/2016;3.68;PA;Cumaru do Norte
18/08/2019;0.11;PA;Ruropolis
29/08/2019;0.08;MT;Aripuana
30/09/2021;0.97;MT;Juara
23/09/2018;0.24;MT;Nova Canaa do Norte
03/09/2020;0.09;MT;Santa Terezinha
27/04/2018;0.12;PA;Itaituba
24/09/2017;7.81;MT;Vila Rica
13/10/2017;9.5;MT;Vila Rica
18/10/2017;0.71;MT;Paranatinga
22/05/2018;1.03;MT;Paranatinga
01/10/2022;0.15;RO;Sao Miguel do Guapore
29/09/2020;0.1;PA;Cumaru do Norte
22/05/2018;5.18;MT;Paranatinga
18/08/2019;0.38;PA;Prainha
03/09/2020;0.13;MT;Santa Terezinha
30/09/2021;0.23;MT;Nova Maringa
10/10/2018;0.79;MT;Nova Monte Verde
19/12/2017;0.28;MT;Uniao do Sul
22/05/2018;0.09;MT;Uniao do Sul
27/04/2018;0.4;MT;Apiacas
02/03/2018;16.08;MT;Paranatinga
22/05/2018;0.1;MT;Uniao do Sul
19/12/2017;0.45;MT;Uniao do Sul
19/12/2017;0.3;MT;Uniao do Sul
30/09/2021;0.51;AM;Maues
27/08/2016;3.19;PA;Cumaru do Norte
10/10/2018;0.09;MT;Paranaita
03/09/2020;0.08;MT;Santa Terezinha
17/01/2018;0.14;MT;Santa Carmem
01/09/2017;5.31;MT;Alto Boa Vista
01/03/2018;0.07;MT;Aripuana
01/09/2017;2.66;MT;Alto Boa Vista
01/10/2022;0.19;AM;Manicore
23/07/2018;0.5;AM;Novo Aripuana
27/08/2016;0.12;PA;Cumaru do Norte
18/08/2019;0.17;PA;Ruropolis
30/09/2021;0.15;MT;Juara
29/08/2019;0.13;MT;Juina
03/09/2020;0.25;MT;Santa Terezinha
30/05/2018;0.22;MT;Aripuana
25/08/2017;0.19;MT;Aripuana
18/09/2017;0.26;MT;Aripuana
04/03/2018;0.27;RO;Chupinguaia
28/04/2018;0.14;MT;Paranaita
29/11/2017;0.1;PA;Santarem
09/06/2018;0.09;MT;Nova Bandeirantes
23/01/2018;0.07;MT;Sinop
01/10/2022;0.08;RO;Sao Francisco do Guapore
30/09/2021;3.27;MT;Juara
29/08/2019;0.07;MT;Juina
02/09/2018;0.22;MT;Paranaita
03/09/2020;0.48;MT;Santa Terezinha
28/06/2018;0.12;AM;Apui
01/03/2018;1.53;AM;Apui
21/03/2018;3.4;AM;Apui
04/10/2020;1.13;MT;Uniao do Sul
04/09/2017;10.65;MT;Vila Rica
24/05/2018;0.22;AM;Labrea
01/04/2018;0.58;RR;Mucajai
15/03/2018;0.09;RR;Amajari
15/03/2018;0.3;RR;Amajari
16/08/2018;0.97;PA;Itaituba
18/08/2019;0.07;PA;Ruropolis
03/09/2020;1.92;PA;Sao Felix do Xingu
30/09/2021;0.26;MT;Juara
29/09/2020;0.11;PA;Santana do Araguaia
28/12/2017;0.51;MT;Nova Maringa
28/12/2017;3.37;MT;Nova Maringa
23/07/2018;1.9;MT;Nova Maringa
30/06/2018;0.15;PA;Pacaja
30/05/2018;0.2;PA;Portel
13/06/2018;0.14;AM;Apui
29/09/2020;0.08;PA;Santana do Araguaia
05/06/2018;0.08;MT;Claudia
17/08/2022;0.16;PA;Sao Felix do Xingu
02/09/2018;0.14;MT;Nova Bandeirantes
03/09/2020;0.1;MT;Santa Terezinha
30/09/2021;16.83;MT;Nova Maringa
25/08/2017;0.51;RO;Cujubim
29/09/2020;0.14;PA;Sao Felix do Xingu
29/05/2018;0.34;RO;Cujubim
01/04/2018;0.09;RR;Caracarai
29/09/2017;0.18;MT;Terra Nova do Norte
29/09/2017;0.66;MT;Terra Nova do Norte
28/12/2017;0.72;MT;Brasnorte
29/09/2017;2.95;MT;Colider
20/06/2018;2.19;MT;Uniao do Sul
05/08/2020;0.07;PA;Pacaja
13/07/2017;0.12;MT;Colniza
02/10/2022;0.59;MT;Juara
29/09/2020;0.15;PA;Santa Maria das Barreiras
19/05/2018;0.46;MT;Uniao do Sul
29/08/2019;0.11;MT;Aripuana
03/09/2020;0.27;MT;Santa Terezinha
30/09/2021;1.59;MT;Nova Maringa
27/04/2018;0.11;MT;Brasnorte
29/09/2020;0.16;PA;Ourilandia do Norte
27/07/2018;0.67;MT;Porto dos Gauchos
04/03/2018;2.73;MT;Porto dos Gauchos
17/01/2018;8.27;MT;Gaucha do Norte
05/11/2017;0.68;MT;Claudia
27/06/2018;0.2;AM;Apui
01/10/2022;0.24;AM;Manicore
14/11/2017;0.06;MT;Pontes E Lacerda
30/09/2021;0.09;RO;Espigao D'oeste
29/08/2019;0.1;RO;Porto Velho
03/09/2020;0.19;MT;Santa Terezinha
14/08/2017;0.37;MT;Nova Maringa
03/11/2017;0.17;MT;Nova Maringa
26/01/2018;0.66;MT;Nova Maringa
17/07/2018;0.12;AM;Apui
30/01/2018;0.19;RR;Rorainopolis
29/06/2018;1.96;MT;Paranatinga
28/12/2017;1.35;MT;Feliz Natal
02/10/2022;2.24;MT;Nova Bandeirantes
08/08/2017;0.13;MT;Colniza
27/08/2016;0.33;PA;Cumaru do Norte
16/08/2018;0.08;PA;Sao Felix do Xingu
03/09/2020;0.4;MT;Santa Terezinha
30/09/2021;2.47;MT;Nova Maringa
23/04/2018;0.77;MT;Claudia
05/11/2017;0.39;RO;Sao Miguel do Guapore
17/04/2018;0.06;AM;Novo Aripuana
03/11/2017;0.23;PA;Aveiro
02/10/2022;1.92;MT;Castanheira
27/08/2016;1.15;PA;Sao Felix do Xingu
11/08/2018;0.07;MT;Sao Felix do Araguaia
30/09/2021;2.51;MT;Nova Maringa
29/09/2020;0.27;PA;Cumaru do Norte
02/10/2022;0.21;MT;Nova Bandeirantes
18/08/2019;0.12;PA;Placas
16/08/2018;0.13;PA;Sao Felix do Xingu
30/09/2021;0.69;MT;Juara
03/09/2020;0.16;MT;Santa Terezinha
19/09/2017;4.01;PA;Cumaru do Norte
29/09/2020;0.17;PA;Cumaru do Norte
29/09/2020;0.21;PA;Cumaru do Norte
02/10/2022;0.24;MT;Nova Bandeirantes
19/09/2017;2.55;PA;Cumaru do Norte
27/08/2016;5.18;TO;Lagoa da Confusao
30/09/2021;0.13;MT;Castanheira
02/08/2018;0.87;MT;Uniao do Sul
03/11/2017;0.23;AM;Labrea
03/11/2017;0.07;AC;Jordao
29/09/2020;0.35;PA;Cumaru do Norte
02/10/2022;0.66;MT;Nova Bandeirantes
27/08/2016;2.56;TO;Lagoa da Confusao
29/08/2019;0.08;MT;Juina
03/09/2020;2.08;MT;Santa Terezinha
29/09/2020;0.29;PA;Cumaru do Norte
26/05/2018;0.25;RO;Itapua do Oeste
02/10/2022;0.12;MT;Nova Bandeirantes
18/08/2019;0.24;PA;Sao Felix do Xingu
27/08/2016;0.97;MT;Confresa
30/09/2021;0.43;MT;Juara
21/08/2018;0.07;MT;Paranaita
03/11/2017;0.1;AC;Jordao
17/06/2018;0.01;AC;Jordao
29/09/2020;0.18;PA;Sao Felix do Xingu
22/11/2017;0.07;AC;Sena Madureira
29/09/2020;0.12;PA;Sao Felix do Xingu
02/10/2022;0.16;MT;Nova Bandeirantes
03/09/2020;0.11;PA;Santana do Araguaia
29/08/2019;0.14;MT;Aripuana
30/09/2021;2.38;MT;Juara
02/09/2018;0.72;MT;Juara
27/08/2016;0.25;MT;Santa Terezinha
09/11/2017;3.13;RO;Itapua do Oeste
09/11/2017;1.87;RO;Itapua do Oeste
25/05/2018;0.12;RO;Guajara-Mirim
02/10/2022;0.45;MT;Nova Bandeirantes
29/08/2019;0.13;RO;Candeias do Jamari
03/09/2020;0.35;PA;Santa Maria das Barreiras
27/08/2016;0.6;MT;Santa Terezinha
30/09/2021;0.49;MT;Nova Maringa
06/10/2016;1.11;AC;Placido de Castro
06/08/2019;0.09;AM;Apui
02/10/2022;1.53;MT;Nova Bandeirantes
03/09/2017;0.08;RO;Porto Velho
29/09/2020;0.13;PA;Sao Felix do Xingu
29/08/2019;0.15;RO;Vilhena
30/09/2021;0.21;AM;Maues
27/08/2016;1.95;MT;Confresa
07/10/2018;0.47;MT;Nova Bandeirantes
29/09/2020;0.06;PA;Ourilandia do Norte
12/09/2017;0.1;RO;Porto Velho
25/05/2018;0.07;RO;Guajara-Mirim
29/09/2020;0.09;PA;Cumaru do Norte
17/06/2018;0.07;AC;Jordao
29/08/2019;0.08;MT;Colniza
03/09/2020;0.08;MT;Santa Terezinha
27/08/2016;8.77;MT;Santa Terezinha
30/09/2021;2.3;MT;Nova Maringa
07/10/2018;0.81;MT;Nova Monte Verde
09/11/2017;4.85;RO;Itapua do Oeste
29/03/2018;0.08;AC;Brasileia
09/11/2017;21.09;RO;Cujubim
06/10/2017;0.17;RO;Porto Velho
29/09/2020;0.09;PA;Ourilandia do Norte
29/08/2019;0.16;MT;Aripuana
27/08/2016;4.19;MT;Confresa
30/09/2021;0.09;MT;Juara
07/10/2018;0.67;MT;Juara
29/03/2018;0.14;AC;Epitaciolandia
09/11/2017;37.31;RO;Itapua do Oeste
29/03/2018;0.09;AC;Assis Brasil
29/03/2018;0.06;AC;Xapuri
02/10/2022;0.93;MT;Nova Bandeirantes
29/03/2018;0.08;AC;Epitaciolandia
29/08/2019;0.55;RO;Porto Velho
30/09/2021;0.07;MT;Juara
27/08/2016;0.32;MT;Santa Terezinha
07/10/2018;0.07;MT;Nova Monte Verde
29/03/2018;0.21;AC;Brasileia
29/03/2018;0.13;AC;Brasileia
29/03/2018;0.02;AC;Assis Brasil
29/03/2018;0.12;AC;Brasileia
18/08/2019;0.09;PA;Ruropolis
27/08/2016;1.83;TO;Lagoa da Confusao
07/10/2018;0.88;MT;Apiacas
13/08/2018;0.54;AC;Senador Guiomard
29/03/2018;0.1;AC;Brasileia
13/08/2018;0.08;AC;Senador Guiomard
29/03/2018;0.1;AC;Brasileia
29/03/2018;0.1;AC;Brasileia
29/03/2018;0.07;AC;Brasileia
29/03/2018;0.11;AC;Epitaciolandia
02/10/2022;1.83;MT;Nova Monte Verde
29/03/2018;0.11;AC;Epitaciolandia
29/08/2019;0.51;MT;Aripuana
07/10/2018;0.16;MT;Juara
27/08/2016;2.01;MT;Santa Terezinha
30/09/2021;1.91;MT;Nova Maringa
29/03/2018;0.11;AC;Brasileia
29/03/2018;0.11;AC;Brasileia
02/10/2022;0.18;PA;Itaituba
26/10/2016;0.31;RO;Machadinho D'oeste
03/09/2020;0.52;PA;Santa Maria das Barreiras
30/09/2021;0.13;MT;Juruena
29/03/2018;0.45;AC;Assis Brasil
29/03/2018;0.11;AC;Assis Brasil
03/11/2017;0.21;AC;Sena Madureira
02/10/2022;8.7;MT;Juara
25/10/2017;0.06;AC;Xapuri
02/09/2020;1.94;MT;Juara
26/10/2016;0.1;AM;Canutama
30/09/2021;0.18;MT;Brasnorte
02/09/2020;1.63;MT;Juara
29/09/2020;0.16;PA;Sao Felix do Xingu
02/09/2020;0.61;MT;Juara
24/06/2021;0.47;MT;Juara
03/11/2017;0.07;AC;Xapuri
02/09/2020;0.13;MT;Juara
02/10/2022;1.96;MT;Juara
26/10/2016;0.1;AM;Canutama
03/09/2020;0.09;PA;Redençao
30/09/2021;0.91;MT;Juara
07/10/2018;0.08;MT;Paranaita
31/07/2021;0.49;MT;Juara
08/09/2020;0.2;MT;Juara
25/10/2017;0.07;AC;Xapuri
05/09/2020;5.4;MT;Juara
17/08/2022;0.08;PA;Placas
02/10/2022;0.72;MT;Juara
26/10/2016;0.12;AM;Canutama
07/10/2018;0.71;MT;Apiacas
30/09/2021;0.29;MT;Brasnorte
06/10/2016;0.46;AC;Bujari
05/08/2020;0.08;PA;Pacaja
07/08/2021;0.41;PA;Tailandia
18/08/2019;0.09;PA;Curua
07/10/2018;0.14;MT;Nova Bandeirantes
30/09/2021;1.22;MT;Nova Maringa
28/09/2020;0.21;MT;Itanhanga
18/08/2019;0.48;PA;Sao Felix do Xingu
04/06/2022;0.13;RO;Alta Floresta D'oeste
29/09/2020;0.15;PA;Sao Felix do Xingu
03/11/2017;0.06;AC;Brasileia
03/11/2017;0.1;AC;Sena Madureira
29/09/2020;0.08;PA;Sao Felix do Xingu
03/11/2017;0.08;AC;Sena Madureira
03/11/2017;0.1;AC;Rio Branco
30/09/2021;0.28;AM;Apui
07/10/2018;0.66;MT;Juara
03/11/2017;0.12;AC;Rio Branco
25/10/2017;0.15;AC;Xapuri
03/11/2017;0.15;AC;Xapuri
03/11/2017;0.11;AC;Xapuri
29/09/2020;0.07;PA;Floresta do Araguaia
29/08/2019;0.14;RO;Porto Velho
30/09/2021;3.16;MT;Juara
03/11/2017;0.13;AC;Xapuri
29/09/2020;0.34;PA;Rio Maria
03/11/2017;0.09;AC;Xapuri
14/09/2020;4.29;MT;Marcelandia
03/11/2017;0.08;AC;Xapuri
29/09/2020;0.14;TO;Colmeia
02/10/2022;0.26;PA;Itaituba
29/08/2019;0.18;RO;Porto Velho
26/10/2016;0.25;RO;Itapua do Oeste
03/09/2020;0.33;PA;Santana do Araguaia
30/09/2021;3.67;MT;Juara
07/10/2018;0.16;MT;Nova Monte Verde
03/11/2017;0.08;AC;Brasileia
03/11/2017;0.14;AC;Xapuri
22/11/2017;0.1;AC;Rio Branco
02/10/2022;1.1;MT;Nova Monte Verde
03/11/2017;0.07;AC;Xapuri
29/08/2019;0.29;MT;Aripuana
30/09/2021;0.69;MT;Juara
07/10/2018;0.07;MT;Nova Bandeirantes
03/09/2020;1.46;MT;Santa Terezinha
25/10/2017;0.08;AC;Xapuri
03/11/2017;0.11;AC;Xapuri
02/10/2022;0.08;PA;Itaituba
06/10/2017;0.09;AC;Rio Branco
29/08/2019;4.45;RO;Porto Velho
03/09/2020;0.27;PA;Santa Maria das Barreiras
07/10/2018;0.07;MT;Apiacas
30/09/2021;1.18;MT;Tabapora
06/10/2017;0.19;AC;Rio Branco
05/09/2020;0.23;MT;Nova Ubirata
06/10/2017;0.15;AC;Xapuri
02/10/2022;1.35;MT;Paranaita
25/10/2017;0.02;AC;Xapuri
26/10/2016;0.18;AM;Canutama
03/09/2020;0.35;PA;Santana do Araguaia
18/08/2019;0.15;PA;Sao Felix do Xingu
30/09/2021;1.74;MT;Juara
25/10/2017;0.07;AC;Xapuri
29/09/2020;0.18;PA;Sao Felix do Xingu
29/09/2020;0.07;PA;Sao Felix do Xingu
02/10/2022;0.42;PA;Jacareacanga
25/10/2017;0.11;AC;Xapuri
29/09/2020;0.07;PA;Moju
18/08/2019;0.07;PA;Curua
07/10/2018;0.18;MT;Apiacas
03/09/2020;0.16;MT;Santa Terezinha
30/09/2021;3.26;MT;Nova Maringa
25/10/2017;0.16;AC;Xapuri
06/06/2022;0.16;RO;Alta Floresta D'oeste
02/10/2022;0.11;PA;Jacareacanga
26/10/2016;0.41;AM;Canutama
03/09/2020;0.14;PA;Santa Maria das Barreiras
30/09/2021;6.62;MT;Porto dos Gauchos
06/10/2017;0.14;AC;Rio Branco
03/08/2022;0.23;PA;Sao Felix do Xingu
17/08/2022;4.58;PA;Prainha
02/10/2022;0.13;MT;Alta Floresta
18/08/2019;0.21;PA;Curua
03/09/2020;1.3;MT;Santa Terezinha
30/09/2021;1.22;MT;Nova Maringa
07/10/2018;0.23;MT;Nova Monte Verde
07/10/2020;0.48;MT;Vila Bela da Santissima Trindade
02/05/2018;3.89;MT;Juina
10/08/2018;0.07;RO;Seringueiras
07/08/2021;0.07;PA;Pacaja
06/08/2019;0.11;MT;Aripuana
02/10/2022;0.21;MT;Nova Bandeirantes
18/08/2019;0.08;PA;Curua
03/09/2020;0.03;PA;Santa Maria das Barreiras
29/08/2019;1.83;MT;Aripuana
07/10/2018;0.21;MT;Paranaita
30/09/2021;2.6;MT;Tapurah
29/09/2020;0.08;PA;Acara
02/10/2022;0.08;MT;Paranaita
07/10/2018;0.73;PA;Novo Progresso
30/09/2021;0.33;MT;Itanhanga
03/09/2020;0.14;MT;Santa Terezinha
03/11/2017;0.11;AC;Assis Brasil
30/11/2017;0.1;AC;Brasileia
03/11/2017;0.13;AC;Assis Brasil
03/11/2017;0.02;AC;Brasileia
03/11/2017;0.04;AC;Assis Brasil
02/10/2022;1.95;PA;Jacareacanga
03/11/2017;0.06;AC;Brasileia
17/07/2017;0.63;PA;Paragominas
29/08/2019;0.15;MT;Aripuana
07/10/2018;0.58;MT;Juara
30/09/2021;0.14;MT;Nova Bandeirantes
03/09/2020;0.47;MT;Santa Terezinha
14/05/2018;0.07;AC;Xapuri
06/06/2022;0.11;RO;Alta Floresta D'oeste
03/11/2017;0.08;AC;Brasileia
29/09/2020;0.11;PA;Cachoeira do Piria
29/09/2020;0.13;PA;Cachoeira do Piria
03/11/2017;0.14;AC;Epitaciolandia
02/10/2022;0.08;PA;Jacareacanga
07/10/2018;0.91;MT;Juara
30/09/2021;0.73;MT;Porto dos Gauchos
18/10/2016;1.51;MT;Santa Terezinha
03/11/2017;0.08;AC;Epitaciolandia
03/11/2017;0.13;AC;Brasileia
02/10/2022;0.13;PA;Jacareacanga
03/11/2017;0.08;AC;Brasileia
18/08/2019;0.19;PA;Curua
29/08/2019;0.76;MT;Aripuana
18/10/2016;0.07;MT;Santa Cruz do Xingu
30/09/2021;6.92;MT;Tapurah
23/09/2020;0.43;PA;Santa Maria das Barreiras
29/09/2020;0.09;MT;Gaucha do Norte
29/09/2020;0.1;PA;Bragança
03/11/2017;0.15;AC;Brasileia
03/11/2017;0.08;AC;Brasileia
03/11/2017;0.07;AC;Brasileia
02/10/2022;0.02;MT;Alta Floresta
03/11/2017;0.15;AC;Assis Brasil
29/08/2019;3.32;RO;Porto Velho
03/09/2020;0.2;PA;Santana do Araguaia
30/09/2021;0.28;MT;Porto dos Gauchos
18/10/2016;0.39;MT;Santa Cruz do Xingu
03/11/2017;0.08;AC;Brasileia
03/11/2017;0.07;AC;Epitaciolandia
03/11/2017;0.09;AC;Epitaciolandia
29/09/2020;0.07;PA;Moju
02/10/2022;0.27;MT;Nova Bandeirantes
03/09/2020;0.93;PA;Rio Maria
07/10/2018;2.52;MT;Apiacas
18/10/2016;0.75;MT;Santa Cruz do Xingu
30/09/2021;0.07;MT;Tapurah
03/11/2017;0.12;AC;Epitaciolandia
03/11/2017;0.08;AC;Epitaciolandia
03/11/2017;0.09;AC;Brasileia
03/11/2017;0.08;AC;Brasileia
03/11/2017;0.02;AC;Xapuri
02/10/2022;2.35;PA;Jacareacanga
29/09/2020;0.34;MT;Feliz Natal
03/09/2020;0.13;PA;agua Azul do Norte
18/08/2019;0.35;PA;Sao Felix do Xingu
30/09/2021;0.22;MT;Porto dos Gauchos
29/09/2020;0.09;MT;Uniao do Sul
07/06/2022;0.43;RR;Iracema
03/11/2017;0.09;AC;Brasileia
03/11/2017;0.08;AC;Brasileia
03/11/2017;0.13;AC;Brasileia
03/11/2017;0.12;AC;Brasileia
02/10/2022;0.86;MT;Paranaita
03/11/2017;0.08;AC;Brasileia
03/09/2020;0.14;PA;Santana do Araguaia
